city,timestamp,temperature,weathercode,windspeed,hour_of_day,day_of_week,temp_lag_1h,temp_rolling_avg
Helsinki,2026-03-16 08:12:46.001,2.6,3,9.0,8,2,2.6,2.6166666666666667
Helsinki,2026-03-16 08:22:46.153,2.7,3,8.6,8,2,2.6,2.6333333333333333
Helsinki,2026-03-16 08:32:46.306,2.8,3,8.3,8,2,2.7,2.6500000000000004
Helsinki,2026-03-16 08:42:46.433,2.8,3,8.3,8,2,2.8,2.6666666666666665
Helsinki,2026-03-16 08:52:46.569,3.0,3,7.9,8,2,2.8,2.75
Helsinki,2026-03-16 09:02:46.699,3.1,3,7.6,9,2,3.0,2.833333333333334
Helsinki,2026-03-16 09:12:46.833,3.1,3,7.6,9,2,3.1,2.9166666666666665
Helsinki,2026-03-16 09:22:46.966,3.1,3,7.6,9,2,3.1,2.983333333333333
Helsinki,2026-03-16 09:32:47.102,3.2,3,7.6,9,2,3.1,3.0500000000000003
Helsinki,2026-03-16 09:42:47.237,3.2,3,7.6,9,2,3.2,3.1166666666666667
Helsinki,2026-03-16 09:52:47.388,3.1,3,7.6,9,2,3.2,3.1333333333333333
Helsinki,2026-03-16 10:02:47.537,3.1,3,7.9,10,2,3.1,3.1333333333333333
Helsinki,2026-03-16 10:12:47.685,3.1,3,7.9,10,2,3.1,3.1333333333333333
Helsinki,2026-03-16 10:22:47.819,3.2,3,8.3,10,2,3.1,3.15
Helsinki,2026-03-16 10:32:47.961,3.3,3,8.3,10,2,3.2,3.1666666666666665
Helsinki,2026-03-16 10:42:48.083,3.3,3,8.3,10,2,3.3,3.1833333333333336
Helsinki,2026-03-16 10:52:48.215,3.8,3,8.6,10,2,3.3,3.3000000000000003
Helsinki,2026-03-16 11:02:48.369,3.9,3,8.6,11,2,3.8,3.4333333333333336
Helsinki,2026-03-16 11:12:48.506,3.9,3,8.6,11,2,3.9,3.5666666666666664
Helsinki,2026-03-16 11:22:48.634,3.8,3,9.4,11,2,3.9,3.6666666666666665
Helsinki,2026-03-16 11:32:48.784,3.7,3,10.4,11,2,3.8,3.733333333333333
Helsinki,2026-03-16 11:42:48.927,3.7,3,10.4,11,2,3.7,3.7999999999999994
Helsinki,2026-03-16 11:52:49.062,3.3,3,11.5,11,2,3.7,3.716666666666667
Helsinki,2026-03-16 12:02:49.202,3.2,3,12.2,12,2,3.3,3.5999999999999996
Helsinki,2026-03-16 12:12:49.338,3.2,3,12.2,12,2,3.2,3.483333333333333
Helsinki,2026-03-16 12:22:49.493,3.3,3,12.6,12,2,3.2,3.4
Helsinki,2026-03-16 12:32:49.646,3.4,3,13.0,12,2,3.3,3.3499999999999996
Helsinki,2026-03-16 12:42:49.774,3.4,3,13.0,12,2,3.4,3.2999999999999994
Helsinki,2026-03-16 12:52:49.909,3.8,3,13.3,12,2,3.4,3.3833333333333333
Helsinki,2026-03-16 13:02:50.033,3.9,3,13.3,13,2,3.8,3.5
Helsinki,2026-03-16 13:12:50.166,3.9,3,13.3,13,2,3.9,3.616666666666666
Helsinki,2026-03-16 13:22:50.304,3.9,3,13.0,13,2,3.9,3.7166666666666663
Helsinki,2026-03-16 13:32:50.460,3.9,3,12.6,13,2,3.9,3.7999999999999994
Helsinki,2026-03-16 13:42:50.590,3.9,3,12.6,13,2,3.9,3.883333333333333
Helsinki,2026-03-16 13:52:50.722,3.8,3,12.2,13,2,3.9,3.8833333333333333
Helsinki,2026-03-16 14:02:50.874,3.8,3,11.9,14,2,3.8,3.8666666666666667
Helsinki,2026-03-16 14:12:51.016,3.8,3,11.9,14,2,3.8,3.85
Helsinki,2026-03-16 14:22:51.149,3.8,3,11.2,14,2,3.8,3.8333333333333335
